ID,age,age bucket,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,response
9780,30,17 to 37,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,115,0
9781,47,38 to 58,services,married,basic.6y,no,no,no,telephone,jun,wed,107,0
9782,32,17 to 37,admin.,married,high.school,no,yes,no,telephone,jun,wed,308,0
9783,54,38 to 58,housemaid,divorced,basic.4y,no,yes,no,telephone,jun,wed,129,0
9784,56,38 to 58,blue-collar,married,basic.4y,no,yes,no,telephone,jun,wed,33,0
9785,50,38 to 58,entrepreneur,married,basic.9y,no,yes,no,telephone,jun,wed,296,0
9786,26,17 to 37,blue-collar,married,high.school,no,yes,no,telephone,jun,wed,126,0
9787,26,17 to 37,admin.,married,high.school,unknown,yes,no,telephone,jun,wed,198,0
9788,36,17 to 37,technician,married,high.school,no,yes,no,telephone,jun,wed,73,0
9789,47,38 to 58,technician,single,unknown,no,yes,no,telephone,jun,wed,180,0
9790,36,17 to 37,services,divorced,university.degree,no,no,no,telephone,jun,wed,69,0
9791,37,17 to 37,management,single,university.degree,no,no,no,telephone,jun,wed,76,0
9792,51,38 to 58,admin.,divorced,high.school,unknown,no,no,telephone,jun,wed,40,0
9793,36,17 to 37,unknown,single,basic.6y,unknown,no,no,telephone,jun,wed,878,1
9794,21,17 to 37,technician,single,professional.course,no,no,no,telephone,jun,wed,54,0
9795,39,38 to 58,management,married,university.degree,no,no,no,telephone,jun,wed,129,0
9796,39,38 to 58,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed,480,0
9797,29,17 to 37,admin.,married,professional.course,no,yes,no,telephone,jun,wed,583,1
9798,45,38 to 58,services,divorced,high.school,no,no,no,telephone,jun,wed,101,0
9799,37,17 to 37,blue-collar,divorced,basic.9y,unknown,no,no,telephone,jun,wed,339,0
9800,40,38 to 58,admin.,single,university.degree,no,yes,no,telephone,jun,wed,27,0
9801,25,17 to 37,admin.,married,unknown,no,no,no,telephone,jun,wed,490,0
9802,49,38 to 58,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,wed,81,0
9803,44,38 to 58,services,married,basic.9y,unknown,no,no,telephone,jun,wed,399,0
9804,34,17 to 37,blue-collar,married,high.school,no,yes,no,telephone,jun,wed,42,0
9805,39,38 to 58,technician,divorced,professional.course,no,no,no,telephone,jun,wed,29,0
9806,56,38 to 58,services,married,high.school,unknown,yes,no,telephone,jun,wed,75,0
9807,41,38 to 58,technician,married,professional.course,no,yes,no,telephone,jun,wed,47,0
9808,32,17 to 37,unknown,single,basic.6y,no,yes,no,telephone,jun,wed,62,0
9809,30,17 to 37,housemaid,married,high.school,unknown,no,no,telephone,jun,wed,484,0
9810,33,17 to 37,admin.,married,university.degree,no,yes,no,telephone,jun,wed,305,0
9811,46,38 to 58,admin.,married,high.school,no,yes,no,telephone,jun,wed,95,0
9812,34,17 to 37,management,married,university.degree,no,no,no,telephone,jun,wed,893,1
9813,57,38 to 58,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed,62,0
9814,29,17 to 37,admin.,married,professional.course,no,no,no,telephone,jun,wed,103,0
9815,43,38 to 58,blue-collar,married,basic.4y,unknown,yes,yes,telephone,jun,wed,204,0
9816,53,38 to 58,blue-collar,married,basic.4y,no,yes,no,telephone,jun,wed,453,0
9817,53,38 to 58,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,71,0
9818,50,38 to 58,services,divorced,basic.4y,unknown,yes,no,telephone,jun,wed,91,0
9819,44,38 to 58,services,married,unknown,no,no,no,telephone,jun,wed,360,0
9820,28,17 to 37,admin.,single,unknown,no,no,no,telephone,jun,wed,643,0
9821,39,38 to 58,admin.,single,high.school,no,no,no,telephone,jun,wed,29,0
9822,48,38 to 58,services,married,high.school,unknown,yes,no,telephone,jun,wed,327,0
9823,55,38 to 58,unemployed,married,basic.4y,unknown,yes,no,telephone,jun,wed,175,0
9824,43,38 to 58,blue-collar,married,basic.4y,no,yes,no,telephone,jun,wed,109,0
9825,44,38 to 58,services,divorced,high.school,no,no,no,telephone,jun,wed,240,0
9826,33,17 to 37,admin.,married,high.school,no,no,no,telephone,jun,wed,916,0
9827,43,38 to 58,blue-collar,married,basic.4y,no,yes,no,telephone,jun,wed,363,0
9828,39,38 to 58,unemployed,married,professional.course,no,yes,no,telephone,jun,wed,281,0
9829,29,17 to 37,admin.,single,university.degree,no,no,no,telephone,jun,wed,442,0
9830,46,38 to 58,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,wed,196,0
9831,36,17 to 37,blue-collar,divorced,high.school,no,no,no,telephone,jun,wed,68,0
9832,47,38 to 58,management,married,university.degree,no,yes,no,telephone,jun,wed,181,0
9833,41,38 to 58,admin.,single,university.degree,no,yes,yes,telephone,jun,wed,88,0
9834,47,38 to 58,blue-collar,divorced,basic.9y,unknown,no,no,telephone,jun,wed,305,0
9835,42,38 to 58,management,married,university.degree,no,no,no,telephone,jun,wed,197,0
9836,36,17 to 37,blue-collar,divorced,high.school,no,yes,no,telephone,jun,wed,133,0
9837,42,38 to 58,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,wed,138,0
9838,39,38 to 58,entrepreneur,married,high.school,no,no,no,telephone,jun,wed,439,0
9839,45,38 to 58,services,married,high.school,no,yes,no,telephone,jun,wed,232,0
9840,48,38 to 58,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,63,0
9841,37,17 to 37,admin.,married,university.degree,no,no,no,telephone,jun,wed,867,1
9842,30,17 to 37,self-employed,single,university.degree,no,no,no,telephone,jun,wed,587,1
9843,56,38 to 58,technician,married,basic.4y,unknown,no,no,telephone,jun,wed,458,0
9844,28,17 to 37,admin.,married,university.degree,no,no,no,telephone,jun,wed,191,0
9845,33,17 to 37,management,married,high.school,no,yes,yes,telephone,jun,wed,64,0
9846,28,17 to 37,admin.,married,university.degree,no,no,no,telephone,jun,wed,354,0
9847,29,17 to 37,admin.,married,university.degree,no,no,no,telephone,jun,wed,300,0
9848,36,17 to 37,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,105,0
9849,35,17 to 37,services,single,high.school,unknown,no,yes,telephone,jun,wed,328,0
9850,49,38 to 58,self-employed,married,professional.course,no,no,yes,telephone,jun,wed,339,0
9851,22,17 to 37,technician,married,basic.9y,unknown,no,no,telephone,jun,wed,561,0
9852,48,38 to 58,blue-collar,married,basic.9y,unknown,no,yes,telephone,jun,wed,116,0
9853,53,38 to 58,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,wed,706,1
9854,32,17 to 37,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,261,0
9855,48,38 to 58,admin.,divorced,high.school,no,no,no,telephone,jun,wed,314,0
9856,52,38 to 58,admin.,divorced,basic.6y,no,yes,no,telephone,jun,wed,219,0
9857,33,17 to 37,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,139,0
9858,30,17 to 37,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,98,0
9859,29,17 to 37,admin.,single,university.degree,no,yes,no,telephone,jun,wed,694,0
9860,31,17 to 37,services,married,high.school,no,yes,no,telephone,jun,wed,68,0
9861,38,38 to 58,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,165,0
9862,45,38 to 58,entrepreneur,married,high.school,no,yes,no,telephone,jun,wed,275,0
9863,36,17 to 37,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,wed,153,0
9864,45,38 to 58,technician,single,professional.course,no,yes,no,telephone,jun,wed,83,0
9865,31,17 to 37,admin.,single,university.degree,no,yes,no,telephone,jun,wed,76,0
9866,47,38 to 58,management,married,basic.4y,unknown,no,no,telephone,jun,wed,79,0
9867,27,17 to 37,admin.,married,basic.9y,no,no,no,telephone,jun,wed,145,0
9868,37,17 to 37,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,wed,199,0
9869,49,38 to 58,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,wed,158,0
9870,37,17 to 37,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,wed,316,0
9871,42,38 to 58,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,wed,117,0
9872,54,38 to 58,admin.,married,university.degree,no,no,no,telephone,jun,wed,288,0
9873,52,38 to 58,technician,married,high.school,no,yes,no,telephone,jun,wed,78,0
9874,43,38 to 58,technician,married,professional.course,no,yes,no,telephone,jun,wed,26,0
9875,30,17 to 37,blue-collar,single,basic.6y,unknown,yes,no,telephone,jun,wed,100,0
9876,43,38 to 58,admin.,married,high.school,no,yes,no,telephone,jun,wed,49,0
9877,52,38 to 58,technician,married,high.school,no,no,no,telephone,jun,wed,241,0
9878,38,38 to 58,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed,95,0
9879,38,38 to 58,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,362,0
9880,32,17 to 37,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,125,0
9881,47,38 to 58,unknown,married,unknown,unknown,yes,no,telephone,jun,wed,91,0
9882,34,17 to 37,services,married,high.school,no,unknown,unknown,telephone,jun,wed,187,0
9883,33,17 to 37,technician,married,university.degree,unknown,no,no,telephone,jun,wed,420,0
9884,42,38 to 58,technician,married,professional.course,unknown,no,no,telephone,jun,wed,115,0
9885,57,38 to 58,technician,single,professional.course,unknown,yes,no,telephone,jun,wed,64,0
9886,24,17 to 37,self-employed,single,university.degree,no,yes,no,telephone,jun,wed,40,0
9887,33,17 to 37,admin.,single,university.degree,no,yes,no,telephone,jun,wed,113,0
9888,39,38 to 58,housemaid,married,university.degree,no,no,no,telephone,jun,wed,68,0
9889,45,38 to 58,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,wed,55,0
9890,31,17 to 37,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,62,0
9891,31,17 to 37,services,married,basic.9y,no,yes,no,telephone,jun,wed,886,0
9892,48,38 to 58,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,100,0
9893,37,17 to 37,admin.,single,high.school,no,no,no,telephone,jun,wed,61,0
9894,32,17 to 37,admin.,single,high.school,no,yes,no,telephone,jun,wed,1199,1
9895,51,38 to 58,admin.,married,basic.6y,unknown,yes,no,telephone,jun,wed,140,0
9896,33,17 to 37,admin.,married,university.degree,no,no,no,telephone,jun,wed,436,0
9897,60,59 to 79,technician,divorced,professional.course,unknown,no,no,telephone,jun,wed,72,0
9898,25,17 to 37,services,single,high.school,no,no,no,telephone,jun,wed,119,0
9899,50,38 to 58,blue-collar,married,basic.6y,unknown,yes,yes,telephone,jun,wed,123,0
9900,33,17 to 37,admin.,single,university.degree,no,yes,yes,telephone,jun,wed,553,0
9901,44,38 to 58,admin.,married,university.degree,unknown,yes,no,telephone,jun,wed,320,0
9902,43,38 to 58,entrepreneur,married,university.degree,unknown,no,no,telephone,jun,wed,935,1
9903,57,38 to 58,retired,married,basic.4y,unknown,no,no,telephone,jun,wed,74,0
9904,58,38 to 58,management,married,university.degree,no,yes,no,telephone,jun,wed,81,0
9905,50,38 to 58,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,wed,586,1
9906,41,38 to 58,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,wed,950,0
9907,34,17 to 37,blue-collar,single,basic.9y,unknown,no,no,telephone,jun,wed,159,0
9908,31,17 to 37,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,838,1
9909,31,17 to 37,technician,single,unknown,no,no,no,telephone,jun,wed,46,0
9910,55,38 to 58,technician,married,high.school,unknown,no,no,telephone,jun,wed,473,0
9911,45,38 to 58,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,119,0
9912,48,38 to 58,admin.,divorced,high.school,no,yes,yes,telephone,jun,wed,967,1
9913,44,38 to 58,unemployed,single,basic.4y,no,no,no,telephone,jun,wed,33,0
9914,30,17 to 37,admin.,single,university.degree,no,yes,no,telephone,jun,wed,148,0
9915,57,38 to 58,blue-collar,married,unknown,unknown,no,no,telephone,jun,wed,651,1
9916,39,38 to 58,blue-collar,married,professional.course,no,no,no,telephone,jun,wed,437,0
9917,52,38 to 58,blue-collar,divorced,high.school,no,no,no,telephone,jun,wed,134,0
9918,36,17 to 37,services,single,unknown,no,yes,yes,telephone,jun,wed,116,0
9919,41,38 to 58,self-employed,married,high.school,no,unknown,unknown,telephone,jun,wed,143,0
9920,43,38 to 58,unemployed,married,university.degree,unknown,yes,no,telephone,jun,wed,174,0
9921,39,38 to 58,entrepreneur,married,university.degree,no,yes,no,telephone,jun,wed,63,0
9922,44,38 to 58,blue-collar,divorced,high.school,no,yes,no,telephone,jun,wed,340,0
9923,40,38 to 58,entrepreneur,married,basic.9y,no,yes,no,telephone,jun,wed,103,0
9924,49,38 to 58,technician,divorced,unknown,no,no,no,telephone,jun,wed,41,0
9925,42,38 to 58,admin.,divorced,high.school,no,yes,yes,telephone,jun,wed,247,0
9926,56,38 to 58,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,wed,114,0
9927,31,17 to 37,housemaid,married,basic.4y,unknown,no,no,telephone,jun,wed,327,0
9928,52,38 to 58,unemployed,married,unknown,no,yes,no,telephone,jun,wed,110,0
9929,33,17 to 37,management,single,university.degree,no,no,no,telephone,jun,wed,257,0
9930,33,17 to 37,admin.,married,university.degree,no,yes,yes,telephone,jun,wed,59,0
9931,45,38 to 58,unknown,married,unknown,unknown,no,no,telephone,jun,wed,113,0
9932,51,38 to 58,entrepreneur,married,professional.course,no,no,no,telephone,jun,wed,127,0
9933,36,17 to 37,technician,married,professional.course,no,no,no,telephone,jun,wed,183,0
9934,45,38 to 58,technician,married,university.degree,no,no,no,telephone,jun,wed,142,0
9935,42,38 to 58,services,married,high.school,no,no,no,telephone,jun,wed,678,0
9936,43,38 to 58,services,single,unknown,unknown,yes,no,telephone,jun,wed,86,0
9937,42,38 to 58,blue-collar,married,unknown,no,no,no,telephone,jun,wed,96,0
9938,36,17 to 37,admin.,married,professional.course,no,no,no,telephone,jun,wed,211,0
9939,42,38 to 58,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,wed,201,0
9940,48,38 to 58,admin.,married,professional.course,no,no,no,telephone,jun,wed,105,0
9941,35,17 to 37,admin.,married,university.degree,no,yes,no,telephone,jun,wed,100,0
9942,30,17 to 37,blue-collar,single,basic.4y,unknown,no,no,telephone,jun,wed,952,0
9943,31,17 to 37,admin.,married,university.degree,no,no,no,telephone,jun,wed,181,0
9944,40,38 to 58,technician,married,basic.9y,no,no,no,telephone,jun,wed,389,0
9945,26,17 to 37,admin.,single,high.school,no,no,no,telephone,jun,wed,203,0
9946,47,38 to 58,blue-collar,divorced,basic.4y,no,no,yes,telephone,jun,wed,450,0
9947,41,38 to 58,housemaid,married,basic.4y,unknown,no,no,telephone,jun,wed,105,0
9948,40,38 to 58,services,married,high.school,no,yes,no,telephone,jun,wed,85,0
9949,37,17 to 37,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,203,0
9950,38,38 to 58,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,wed,74,0
9951,49,38 to 58,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,wed,222,0
9952,50,38 to 58,blue-collar,divorced,basic.4y,no,yes,no,telephone,jun,wed,30,0
9953,37,17 to 37,admin.,married,basic.9y,no,no,no,telephone,jun,wed,268,0
9954,55,38 to 58,admin.,divorced,high.school,no,no,no,telephone,jun,wed,148,0
9955,50,38 to 58,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,wed,427,0
9956,38,38 to 58,admin.,single,university.degree,no,no,yes,telephone,jun,wed,90,0
9957,33,17 to 37,entrepreneur,married,high.school,no,yes,no,telephone,jun,wed,177,0
9958,41,38 to 58,admin.,single,high.school,no,no,no,telephone,jun,wed,328,0
9959,56,38 to 58,blue-collar,married,basic.4y,no,no,no,telephone,jun,wed,133,0
9960,52,38 to 58,services,married,university.degree,no,yes,yes,telephone,jun,wed,516,0
9961,51,38 to 58,unemployed,married,high.school,unknown,yes,no,telephone,jun,wed,204,0
9962,32,17 to 37,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,184,0
9963,33,17 to 37,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,wed,157,0
9964,49,38 to 58,management,divorced,high.school,unknown,no,no,telephone,jun,wed,319,0
9965,29,17 to 37,self-employed,married,university.degree,unknown,yes,no,telephone,jun,wed,199,0
9966,35,17 to 37,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,wed,147,0
9967,25,17 to 37,self-employed,married,professional.course,no,yes,no,telephone,jun,wed,394,0
9968,47,38 to 58,blue-collar,married,basic.4y,unknown,yes,yes,telephone,jun,wed,81,0
9969,45,38 to 58,blue-collar,married,basic.4y,no,no,no,telephone,jun,wed,157,0
9970,56,38 to 58,admin.,married,high.school,no,yes,no,telephone,jun,wed,375,0
9971,43,38 to 58,technician,single,professional.course,no,yes,no,telephone,jun,wed,184,0
9972,57,38 to 58,self-employed,married,basic.4y,no,no,no,telephone,jun,wed,162,0
9973,47,38 to 58,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,wed,47,0
9974,45,38 to 58,entrepreneur,married,basic.6y,no,no,no,telephone,jun,wed,215,0
9975,45,38 to 58,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,230,0
9976,40,38 to 58,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed,105,0
9977,36,17 to 37,unemployed,single,university.degree,no,yes,no,telephone,jun,wed,150,0
9978,41,38 to 58,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,213,0
9979,45,38 to 58,entrepreneur,married,high.school,no,yes,no,telephone,jun,wed,126,0
9980,38,38 to 58,admin.,married,university.degree,no,yes,no,telephone,jun,wed,70,0
9981,49,38 to 58,admin.,divorced,university.degree,no,no,no,telephone,jun,wed,141,0
9982,53,38 to 58,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,wed,111,0
9983,37,17 to 37,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,287,0
9984,43,38 to 58,services,married,high.school,no,yes,no,telephone,jun,wed,83,0
9985,29,17 to 37,admin.,single,university.degree,no,yes,yes,telephone,jun,wed,124,0
9986,39,38 to 58,technician,married,professional.course,no,yes,no,telephone,jun,wed,67,0
9987,34,17 to 37,admin.,single,high.school,no,unknown,unknown,telephone,jun,wed,104,0
9988,57,38 to 58,retired,single,high.school,no,no,no,telephone,jun,wed,904,0
9989,30,17 to 37,services,married,unknown,no,yes,no,telephone,jun,wed,597,0
9990,28,17 to 37,services,married,high.school,no,no,no,telephone,jun,wed,274,0
9991,35,17 to 37,blue-collar,single,unknown,no,no,no,telephone,jun,wed,124,0
9992,28,17 to 37,technician,single,university.degree,unknown,no,no,telephone,jun,wed,354,0
9993,46,38 to 58,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,152,0
9994,31,17 to 37,housemaid,married,basic.4y,unknown,yes,no,telephone,jun,wed,328,0
9995,59,59 to 79,retired,married,professional.course,unknown,yes,no,telephone,jun,wed,59,0
9996,39,38 to 58,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,wed,125,0
9997,36,17 to 37,technician,married,high.school,no,yes,no,telephone,jun,wed,158,0
9998,33,17 to 37,services,single,basic.6y,no,unknown,unknown,telephone,jun,wed,179,0
9999,41,38 to 58,technician,married,professional.course,unknown,yes,no,telephone,jun,wed,649,1
10000,40,38 to 58,services,divorced,unknown,no,yes,yes,telephone,jun,wed,26,0
